ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
139,59,34,42,94928,3,1.5,1,0,0,1,1,0,1
300,41,15,159,90057,1,5.5,3,0,1,0,1,1,0
1557,31,1,60,94143,4,4.0,3,244,0,0,0,0,0
1004,25,1,62,94720,4,0.0,1,229,0,0,0,1,0
383,65,41,133,94904,4,2.0,1,0,1,0,0,0,1
942,38,13,129,92093,4,4.4,1,140,1,0,0,0,0
4447,61,35,61,92177,3,2.2,3,117,0,0,0,1,1
4855,44,20,105,91730,1,4.7,1,0,0,0,0,0,1
762,48,24,84,92152,3,0.7,1,166,0,0,0,1,0
1706,48,24,79,90245,4,1.4,2,0,0,1,0,0,1
1874,28,4,69,94538,3,0.7,2,80,0,0,0,1,0
2551,32,8,20,93106,1,0.5,3,102,0,0,0,1,0
2087,36,12,84,90291,1,0.8,2,0,0,0,0,1,1
2198,60,35,34,94102,1,0.3,3,0,0,0,0,1,0
899,57,32,63,94111,4,0.7,1,0,0,0,0,1,0
4000,47,21,90,90245,2,0.8,3,0,0,0,0,0,0
3616,58,34,149,95616,2,6.0,1,0,0,0,0,1,1
1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0
3874,54,30,54,94550,1,1.6,3,185,0,0,0,1,0
3786,54,28,83,95841,1,2.4,1,0,0,0,0,1,0
4387,53,27,122,94305,1,2.4,1,330,0,0,0,0,0
2956,54,29,44,95518,2,2.3,3,187,0,0,0,1,0
1513,53,28,44,91604,3,1.7,1,0,0,0,0,0,0
1189,45,19,58,94305,2,0.4,3,0,0,1,0,0,1
2990,42,18,142,93106,1,3.4,1,496,0,0,0,1,0
2081,65,40,69,91706,4,0.1,2,0,0,0,0,1,0
4984,51,26,72,95370,1,2.9,1,0,0,0,0,0,0
3438,57,31,39,94304,4,0.7,2,0,0,1,0,1,0
109,33,7,32,95136,1,0.6,3,166,0,0,0,1,0
4699,48,22,162,94143,3,1.4,1,400,1,0,0,0,0
2828,37,11,84,90266,4,2.2,2,0,0,0,0,1,1
4748,49,25,91,94704,4,1.4,2,0,0,0,0,1,0
59,28,2,93,94065,2,0.2,1,0,0,0,0,0,0
77,58,32,12,91320,3,0.3,3,0,0,0,0,0,0
797,30,6,82,93657,2,2.5,1,0,0,0,0,0,0
369,63,37,30,92054,2,1.0,3,159,0,0,0,1,0
4906,62,37,19,93109,3,0.5,1,89,0,0,0,0,0
786,46,22,164,94122,2,7.6,1,0,0,0,1,1,1
2089,39,9,29,94701,3,2.0,3,151,0,1,0,0,0
2315,27,2,112,94501,4,1.8,3,0,0,1,0,1,0
3385,36,11,162,94583,1,8.6,1,153,0,1,0,1,0
3606,61,31,130,92333,2,2.6,3,0,1,0,0,0,0
4112,43,17,21,95351,3,1.5,1,0,0,0,0,0,0
1903,39,14,85,94005,3,1.2,3,107,0,0,0,1,1
1704,65,41,40,94542,3,0.1,3,0,0,0,0,1,0
122,52,26,38,91711,3,0.9,3,0,0,0,0,1,0
1845,65,40,21,92717,3,0.1,3,0,0,0,0,0,1
2370,50,24,45,94005,4,0.1,1,93,0,0,0,1,0
3729,28,3,118,91902,3,2.4,2,161,1,0,0,0,0
911,60,36,79,92120,1,1.8,3,0,0,0,0,0,1
125,39,15,78,92121,4,2.4,1,118,0,0,0,1,0
2573,62,32,33,93907,1,1.5,3,140,0,0,0,1,1
1587,59,33,50,94122,2,2.3,3,0,0,0,0,0,1
1258,63,37,41,93014,1,0.5,3,0,0,0,0,0,1
3442,64,40,18,94309,2,0.3,3,0,0,1,1,1,1
3481,64,39,49,94591,2,1.5,1,0,0,1,0,1,0
4109,64,39,73,94025,3,2.2,1,0,0,1,0,0,1
1179,33,7,14,94025,1,0.4,2,98,0,0,0,1,0
3464,28,3,149,92121,1,0.8,1,0,0,0,0,1,0
3470,26,2,79,95630,2,2.5,1,0,0,0,0,1,0
3468,63,37,149,90840,2,0.2,3,364,1,0,0,1,0
2104,37,13,153,90630,2,6.5,1,0,0,0,0,1,1
443,58,28,122,95136,1,3.0,3,115,1,0,0,1,0
2228,61,35,59,90840,4,1.7,2,0,0,0,0,1,1
4417,49,25,8,94720,1,0.3,1,97,0,0,0,0,0
926,42,18,31,94720,1,0.3,3,0,0,0,0,0,1
4021,58,32,191,93943,4,5.2,3,194,1,0,0,0,1
2146,57,32,40,94720,3,1.7,1,0,0,0,0,1,1
4771,35,5,93,90095,4,1.8,3,0,0,0,0,0,1
1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1
3467,33,6,53,94122,2,1.0,2,96,0,0,0,0,1
2073,29,3,39,95831,4,0.2,1,137,0,0,0,1,1
1510,56,26,92,92647,2,4.5,3,0,0,1,0,0,1
1228,39,13,30,92122,3,0.2,2,0,0,0,0,0,0
4073,42,17,78,92521,1,1.0,3,0,0,0,0,1,0
2586,51,26,70,91320,1,2.8,2,0,0,0,0,1,1
4451,44,20,45,94111,2,2.5,1,0,0,0,0,1,0
2952,26,2,132,94720,2,2.4,3,0,1,0,0,0,1
3886,32,2,69,93943,4,4.0,3,102,0,0,0,1,0
325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0
3978,54,27,51,94309,3,1.0,2,113,0,1,1,1,1
3577,56,30,70,90245,3,0.3,2,0,0,0,0,0,0
2212,39,14,31,92717,2,1.4,2,94,0,0,0,1,1
3299,56,32,11,94110,2,0.3,1,89,0,0,0,0,0
3036,50,24,31,95054,1,0.3,3,0,0,0,0,0,0
1499,49,23,125,94022,1,7.3,1,0,0,0,0,0,0
1503,65,39,113,90036,1,2.0,1,0,0,0,0,1,1
1007,63,38,103,91103,1,2.5,1,0,0,0,0,1,0
4180,29,3,91,94122,1,3.4,3,0,1,0,0,0,0
3014,45,21,183,90029,2,1.4,1,0,0,0,0,1,1
3517,45,21,38,93943,3,0.6,2,148,0,0,0,1,0
1468,62,36,29,91107,2,0.7,3,0,0,0,0,0,0
1226,30,6,118,94534,2,2.8,2,0,1,0,0,0,0
3168,62,38,58,94720,4,1.2,2,228,0,0,0,0,1
2268,38,13,168,92647,2,1.3,3,0,1,0,0,0,0
3809,34,10,152,90089,2,6.5,1,0,0,0,0,0,0
1217,50,25,84,91107,1,1.3,3,0,0,1,0,1,0
3977,60,33,42,90277,4,2.5,2,194,0,0,0,1,0
4585,26,0,49,90089,3,2.4,2,0,0,0,0,0,0
421,47,22,58,93105,4,3.6,3,0,0,0,0,1,1
3423,48,23,41,92677,1,1.4,3,0,0,0,0,0,1
7,53,27,72,91711,2,1.5,2,0,0,0,0,1,0
933,51,27,112,94720,3,1.8,2,0,0,1,1,1,1
1692,56,32,48,94117,1,1.6,3,0,0,0,0,0,1
440,47,23,29,94304,4,0.6,1,0,0,0,0,1,0
1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0
679,52,27,61,92101,4,1.8,3,207,0,0,0,0,0
1944,49,23,39,95521,4,2.6,1,0,0,0,0,0,0
4611,37,13,79,91330,1,3.6,2,104,0,0,0,1,0
3304,55,29,28,94539,2,0.7,2,82,0,0,0,1,1
2269,27,3,105,94304,1,3.0,2,0,1,1,0,0,0
4634,31,5,50,93106,1,1.5,1,0,0,0,0,1,0
4081,27,0,40,90068,1,2.0,2,110,0,0,0,0,1
2519,61,37,50,95125,4,1.3,2,0,0,0,0,0,1
2440,51,25,30,91116,3,0.6,2,144,0,0,0,0,1
4038,52,28,72,91335,1,0.0,1,178,0,0,0,0,0
1894,49,24,13,94608,1,0.4,3,101,0,1,0,0,0
4245,51,26,55,92121,3,2.0,2,93,0,0,0,1,0
4830,31,7,11,94304,1,0.5,3,80,0,0,0,1,1
2641,39,13,81,94309,2,2.8,1,0,0,0,0,1,0
195,53,29,144,92697,2,6.8,1,0,0,0,0,1,0
1475,48,23,79,92124,2,3.8,3,0,0,0,0,1,0
4617,66,41,114,92521,1,0.8,3,0,0,0,0,1,1
1212,61,36,131,92407,1,0.9,1,0,0,0,0,1,0
2439,62,37,29,91030,1,0.3,3,0,0,0,0,0,1
1658,31,5,28,94538,3,1.0,1,0,0,0,0,1,0
2701,31,5,39,94590,4,2.2,2,0,0,0,0,1,1
3083,39,13,40,92122,3,0.9,3,129,0,0,0,1,0
2706,53,26,22,92831,1,0.5,2,100,0,0,0,1,0
4227,37,13,45,94591,1,1.8,1,0,0,0,0,0,0
2843,36,11,90,94709,1,2.8,1,0,0,0,0,1,0
2303,42,17,155,92806,1,7.0,1,0,0,0,0,0,1
1131,58,32,191,94402,1,2.9,1,0,0,0,0,0,0
1462,54,28,48,93022,1,0.2,1,0,0,0,0,1,0
277,30,5,22,90058,4,0.5,3,109,0,0,0,1,0
2223,45,20,41,95008,1,0.3,1,0,0,0,0,1,0
2332,61,37,68,90245,4,2.3,3,0,0,0,0,0,0
4323,38,14,44,91320,2,1.7,1,0,0,0,0,0,0
1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0
2518,57,31,120,95616,2,2.0,1,0,0,0,0,0,1
223,26,2,104,94306,3,2.5,1,0,0,0,0,0,0
2037,46,19,19,94305,3,0.6666666666666666,2,0,0,0,0,1,0
1925,62,38,78,92009,1,1.8,3,0,0,0,0,0,0
574,55,28,50,95020,3,1.0,2,0,0,0,0,1,1
1237,31,6,81,95762,4,2.2,2,116,0,0,0,1,0
3545,45,19,109,92037,3,1.1,1,0,0,0,0,0,0
2134,39,15,41,95035,1,2.0,2,176,0,0,0,1,0
1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0
2458,42,17,19,92115,2,0.0,3,85,0,0,0,1,1
419,27,0,33,90089,4,1.0,3,0,0,0,0,0,0
4915,65,39,94,92374,1,2.0,1,0,0,0,0,0,1
1105,51,25,181,93106,1,1.7,1,0,0,0,0,1,1
258,66,41,18,92691,3,0.5,1,0,0,0,0,0,1
296,60,34,64,94304,2,1.7,3,0,0,0,0,0,1
2362,36,12,109,94928,3,0.5,3,0,1,1,1,1,0
387,30,5,41,95051,4,1.7,2,0,0,0,0,1,0
3309,48,23,108,92120,2,3.8,3,0,0,0,0,0,1
4014,62,38,23,91304,2,0.3,3,0,0,0,0,0,0
2232,46,20,134,94575,1,5.7,1,146,0,1,0,1,0
2555,63,39,53,93940,1,0.8,1,0,0,0,0,0,0
4336,36,10,82,94542,2,2.8,1,0,0,0,0,0,1
3516,50,26,148,94143,2,0.4,1,508,0,0,0,0,0
1840,28,2,43,95616,4,1.3,3,0,0,0,0,1,1
4385,45,20,61,92717,3,2.7,2,0,0,0,0,0,1
1564,55,29,19,92109,4,0.7,3,121,0,1,0,0,1
2016,30,5,141,95747,1,0.8,1,0,0,0,0,1,0
1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0
713,41,16,10,94123,2,0.3,2,0,0,0,0,1,0
2421,63,39,40,91304,1,0.8,1,118,0,0,0,0,1
2620,33,8,62,92093,3,2.3,1,98,0,0,0,0,1
210,64,39,172,94707,4,3.1,1,282,1,0,1,1,1
4945,49,24,33,92093,3,1.7,2,0,0,0,0,1,0
1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0
450,61,37,60,91706,3,2.0,3,0,0,0,0,1,0
4092,32,6,122,94025,2,1.3,1,0,0,0,0,1,1
2570,35,10,139,90024,1,4.6,1,0,0,0,0,0,0
1821,47,22,25,90404,1,0.1,1,148,0,0,0,1,0
959,55,29,78,90747,4,2.6,3,0,0,0,0,0,1
1794,35,9,113,94596,3,0.8,3,0,1,0,0,1,0
4787,36,12,18,95521,4,1.0,1,0,0,0,0,1,1
655,54,29,129,93940,4,4.2,3,0,1,0,0,0,0
2408,39,15,100,94720,1,0.8,2,0,0,0,0,1,0
3853,33,7,15,92152,1,0.4,2,82,0,1,1,1,1
1996,35,11,41,94720,1,2.4,2,0,0,0,0,0,0
1761,41,16,33,94309,4,0.0,2,0,0,0,0,1,0
2355,35,9,8,94043,1,0.4,2,0,0,0,0,1,0
2742,29,3,49,90266,1,1.5,1,0,0,0,0,0,0
2618,44,20,65,92037,2,2.5,1,0,0,0,0,1,0
412,60,36,54,92182,4,2.3,3,0,0,1,0,0,0
1775,43,18,83,93109,3,0.5,3,0,0,0,0,0,1
3979,43,18,19,92325,2,0.3,2,0,0,0,0,1,0
2187,26,2,92,96001,2,0.2,1,0,0,0,0,1,0
2380,42,18,110,94720,2,6.1,1,182,0,0,0,1,0
3964,58,32,38,93106,3,2.2,3,0,0,0,0,1,0
4312,32,8,14,90034,3,0.9,3,111,0,0,0,0,0
4775,56,32,22,91768,1,1.2,3,0,0,0,0,1,1
3703,50,25,160,93108,4,4.3,3,410,1,0,0,0,0
3973,29,5,112,94998,2,4.333333333333333,1,0,0,0,0,1,1
4766,58,34,82,94025,1,4.3,1,263,0,0,0,0,0
3559,60,34,60,94065,3,2.5,1,0,0,0,0,1,0
4111,66,41,59,95617,3,2.4,1,0,0,0,0,0,0
3498,55,31,134,92130,2,0.3,1,0,0,0,0,0,0
3766,26,0,54,94706,3,0.3,3,0,0,0,0,1,0
431,51,26,113,94086,1,1.3,3,161,0,0,0,1,0
4485,36,11,195,95747,2,3.0,1,0,0,0,0,1,1
2322,41,15,39,91380,3,0.5,3,0,0,0,0,0,0
1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0
1993,52,28,38,94302,2,0.8,1,0,0,0,0,0,1
2852,61,36,81,95449,3,1.8,2,0,0,0,0,1,0
1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0
3529,43,17,41,90210,3,2.2,2,0,0,0,0,1,0
1477,61,37,64,92028,1,0.0,2,0,0,0,0,0,1
3741,59,35,174,92660,1,4.7,1,0,0,0,0,1,1
2046,52,28,44,95051,4,0.9,2,107,0,0,0,1,0
103,53,23,44,93555,3,1.0,3,198,0,0,0,1,1
4332,61,37,158,94720,2,6.0,1,306,0,1,1,1,1
2993,46,21,64,92104,1,2.9,1,0,0,0,0,1,1
1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0
2882,49,25,55,92103,4,0.1,3,0,0,0,0,1,0
3139,36,11,103,93555,1,4.6,1,255,0,0,0,1,0
3623,54,29,60,94901,4,3.8,2,0,0,0,0,1,1
3204,44,20,119,92677,2,7.5,1,239,0,0,0,1,0
4279,56,31,51,92028,3,1.7,1,0,0,0,0,1,1
3300,60,34,90,92192,4,1.9,2,0,0,0,0,1,0
4994,45,21,218,91801,2,6.666666666666667,1,0,0,0,0,1,0
3634,51,25,93,90048,1,0.3,1,0,0,0,0,1,0
1644,41,16,13,91125,2,0.0,3,0,0,0,0,1,0
4506,40,15,90,94063,4,1.1,2,0,0,1,0,1,0
1,25,1,49,91107,4,1.6,1,0,0,1,0,0,0
1581,39,14,12,92093,2,0.0,3,0,0,0,0,0,0
4423,57,31,164,94607,2,3.8,3,422,1,0,1,1,1
4117,24,-2,135,90065,2,7.2,1,0,0,0,0,1,0
1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0
4202,61,36,89,93109,3,0.5,1,0,0,0,0,1,0
4575,35,11,193,91765,2,6.5,1,0,0,0,0,0,1
3734,58,32,72,94105,3,0.3,2,0,0,0,0,1,0
2026,47,20,79,94720,3,2.0,2,185,0,1,0,0,0
2219,38,13,9,92634,2,0.3,2,0,0,0,0,0,0
397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0
4942,28,4,112,90049,2,1.6,2,0,1,0,0,1,0
1065,41,17,138,95008,3,6.9,2,0,1,0,0,1,0
3081,48,22,40,94063,3,2.2,2,87,0,0,0,1,0
2154,40,14,123,90041,1,5.2,1,0,0,0,0,1,0
819,51,27,42,95039,4,1.1,2,0,0,0,0,1,1
1813,43,19,128,95054,1,4.7,1,0,0,0,0,1,0
2553,39,15,65,95822,1,1.5,3,0,0,0,0,0,0
1553,29,5,195,94301,1,4.3,1,0,0,0,0,0,0
4048,43,17,82,94114,1,5.2,1,79,0,0,0,1,0
817,49,23,65,94035,3,0.7,2,263,0,0,0,1,1
1573,64,40,63,91711,4,1.2,2,0,0,1,0,0,1
4553,50,23,64,92037,1,2.6666666666666665,2,0,0,0,0,0,0
1801,57,33,45,94080,3,1.5,1,181,0,1,1,1,1
4288,54,28,42,95207,4,2.5,1,0,0,0,0,1,1
382,55,29,73,95616,2,2.3,3,0,0,0,0,1,1
2875,49,25,114,91380,1,2.5,3,0,1,0,0,1,0
4348,58,33,22,90024,3,0.2,1,0,0,0,0,1,0
4627,58,34,58,90034,4,2.3,3,169,0,0,0,1,0
3504,29,3,53,95814,4,2.1,3,0,0,0,0,1,0
2312,62,37,115,90245,4,3.4,2,0,0,0,0,1,1
1781,49,24,82,95051,1,2.9,1,267,0,0,0,1,0
2727,62,37,18,92028,1,1.5,2,127,0,0,0,0,0
2438,65,40,114,94608,4,3.4,2,0,0,0,0,0,1
2334,45,21,61,95812,3,0.7,1,0,0,1,1,1,1
865,28,2,10,94080,1,0.1,2,0,0,0,0,1,0
3639,47,22,38,92866,4,1.9,3,0,0,0,0,1,0
3165,28,4,82,95136,4,0.0,1,0,0,0,0,1,1
555,28,2,149,94720,2,7.2,1,0,0,0,0,1,0
1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
3761,56,26,70,91107,3,1.4,3,273,0,0,0,1,1
4214,49,25,39,91125,3,1.9,2,0,0,0,0,0,0
49,56,26,81,95747,2,4.5,3,0,0,0,0,0,1
2368,26,1,80,95616,4,0.2,1,0,0,0,0,1,1
701,37,11,84,90089,2,1.8,1,0,0,0,0,1,1
653,34,9,92,90005,1,2.8,1,0,0,0,0,1,0
3934,39,14,40,91302,1,2.5,3,0,0,0,0,1,0
4410,43,19,75,91765,4,0.2,3,102,0,0,0,1,0
3312,49,25,24,95819,1,0.3,1,0,0,0,0,0,0
749,41,17,14,91330,1,1.0,1,0,0,0,0,0,0
1456,63,39,160,91330,2,2.1,1,0,0,0,0,0,1
4196,43,19,52,95054,4,2.2,2,0,0,0,0,0,0
